customer_id,customer_name,datetimestamp,beem_height,light_visibility,speed,blur,is_fallback
94257ea1-4dfd-4714-9cb0-969c06b8664d,Kevin Benjamin,2024-02-16 14:13:03.673492,2.98,False,1.17,True,False
1f441ae7-e8c4-411a-b3fc-1700ada61858,Dalton Garcia,2024-02-16 14:13:03.673639,1.41,True,1.61,False,False
bcfb7591-61a6-492b-ac81-4af1849f95ba,Carl Walker,2024-02-16 14:13:03.673787,3.49,False,12.0,False,False
2bff580a-451d-4965-8ec0-fb12e632d4cb,Sara Lloyd,2024-02-16 14:13:03.673940,1.58,False,1.52,False,False
854903be-b1ad-4af8-8b3b-3001ad7f68d4,Leah Brewer,2024-02-16 14:13:03.674101,4.28,False,5.35,False,False
a37ab156-3db2-4c47-b3c8-758d7704e5fb,Emily Lynn MD,2024-02-16 14:13:03.674285,3.5,False,2.9,True,False
c4decc79-ca39-495e-95ef-276bcf36e201,Michael Weaver,2024-02-16 14:13:03.674443,4.83,False,17.98,False,False
4915a0c2-30e7-4378-bf9b-a66c46b966fa,Jack Ayers,2024-02-16 14:13:03.674604,3.11,True,1.32,True,False
e566e3a8-7a4b-4400-b497-4e4eadab4d43,Francis West,2024-02-16 14:13:03.674750,4.81,False,17.26,True,False
8d0ed261-cf46-4ec0-bb0c-1aaad1a0a912,Jeffrey Moses,2024-02-16 14:13:03.674896,1.24,False,2.28,False,False
e590b263-c092-466c-a4cd-466ba2231069,Madison Donaldson,2024-02-16 14:13:03.675112,3.06,False,1.02,False,False
63902758-d99b-4d18-bfab-c4fb019df21b,Michael Lawrence,2024-02-16 14:13:03.675297,4.47,True,4.25,False,False
dd6d2b24-0cd6-486a-b0f1-60cb47844c12,Robert Knox,2024-02-16 14:13:03.675453,1.93,True,10.44,True,False
2cbe4ab5-3dbe-4616-95a3-bb0b35a2b231,Amanda Davis,2024-02-16 14:13:03.675608,4.7,False,5.66,False,False
1ef548cb-845d-4ae0-8bf6-1e4c6ff0c899,Linda Blackburn,2024-02-16 14:13:03.675761,3.32,True,17.64,False,False
dfd20669-ba88-4eee-a5d9-b6a1289ca415,John Maldonado,2024-02-16 14:13:03.675920,1.54,False,14.92,True,False
af262523-628d-486a-a383-070f70e614e0,Jacqueline Howard,2024-02-16 14:13:03.676069,2.14,True,12.57,True,False
b6a6cf74-ffad-4479-87cd-8939293101cf,Loretta Mckenzie,2024-02-16 14:13:03.676219,3.74,True,17.63,False,False
5b7900c8-0bd4-4cba-8a5f-cfa2ba9110ba,Erin Welch,2024-02-16 14:13:03.676366,2.84,True,16.35,False,False
6762afa0-4489-4855-9a96-460e80501717,Kaitlin Martinez,2024-02-16 14:13:03.676512,4.93,False,3.98,False,False
a76a16cd-96ee-48f8-bb89-0fd78028212b,Kathleen Wyatt,2024-02-16 14:13:03.676657,2.36,False,5.12,True,False
3be99c4c-a4ed-47d7-b2b7-e7153e608640,Stephanie Romero,2024-02-16 14:13:03.676802,1.19,False,14.2,False,False
bc5ced29-345f-4d7b-a540-764587e194a9,Brandon Cervantes,2024-02-16 14:13:03.676946,3.99,True,4.94,False,False
1de5e02b-db44-490a-be07-0c4d2d34ffab,Ricky Ferguson,2024-02-16 14:13:03.677088,4.78,True,5.94,True,False
bd646f3b-aa33-4682-97d1-9d3d22f688b2,Curtis Mckee,2024-02-16 14:13:03.677230,4.25,False,1.92,False,False
1557b9cf-996d-4452-9132-65f22dcaf395,Lisa Smith,2024-02-16 14:13:03.677377,4.41,True,10.6,True,True
01787960-1227-4545-9a90-4084329b9837,Laura Green,2024-02-16 14:13:03.677523,4.93,False,9.35,True,False
07cf1b3d-f301-4b5f-bbe7-ff6b9ea37cd3,Todd Howard,2024-02-16 14:13:03.677667,1.82,True,8.75,False,False
b6396e5e-d3e8-46b8-9d18-91c05c6fdec9,Mrs. Catherine Robertson,2024-02-16 14:13:03.677823,4.26,True,3.97,False,False
d90f01f6-4708-4855-a7aa-c4da72897577,Jordan Turner,2024-02-16 14:13:03.677970,4.53,True,16.88,True,True
0ac74b9b-2e7d-415f-8776-5de18726c149,Robert Robinson,2024-02-16 14:13:03.678114,2.53,True,4.59,True,False
7d6338df-bd3f-4006-83e9-42ef557dbe9b,Kelsey Rojas,2024-02-16 14:13:03.678259,1.35,True,13.78,False,False
936b5f5e-31c6-4552-bdf1-0b8b47e38765,Brian Braun,2024-02-16 14:13:03.678403,2.01,True,12.15,True,False
53b5cc03-2090-4bee-9c15-55da5031d8e3,Matthew Smith,2024-02-16 14:13:03.678546,2.92,False,15.01,True,False
01d03c62-93ef-4795-a9d6-92adfa627959,Aaron Browning,2024-02-16 14:13:03.678689,3.66,True,18.95,True,True
750097aa-115a-4061-a68e-83f1dd042bdc,David Brown,2024-02-16 14:13:03.678832,1.38,True,3.24,True,False
c1d3cbb7-bbff-45e1-9511-701a1e2fe63d,Robert Abbott,2024-02-16 14:13:03.679034,4.59,True,5.52,False,False
a07907cf-8dfc-49fe-ae88-3dcf81600572,Antonio Sullivan,2024-02-16 14:13:03.679197,3.41,True,6.99,False,False
536fe5a0-b0d5-45b3-a683-af5ebc99bf89,Diane Figueroa,2024-02-16 14:13:03.679364,1.32,True,4.74,True,False
6f3c9616-d5b0-4577-a281-d741132bc971,Steven Montoya,2024-02-16 14:13:03.679512,3.38,False,19.07,True,False
8a0bb85a-a6cd-46f3-b643-b1d4f9387cce,Carl Hunter,2024-02-16 14:13:03.679656,4.11,True,19.04,True,True
d8d96cfc-0d14-49be-b25b-f33c9a8f3934,Jared Wagner,2024-02-16 14:13:03.679808,1.95,True,11.23,False,False
c64af043-5edd-45dc-ba0b-aef734456bfe,Kristen Rodriguez,2024-02-16 14:13:03.679955,1.64,True,12.1,True,False
882086e9-e4d5-4399-92b2-5f3e411e8e56,Jeffery Peterson,2024-02-16 14:13:03.680098,3.46,False,1.56,True,False
44a160d1-5b34-4961-add1-ff60f0771a8a,Brianna Joseph,2024-02-16 14:13:03.680241,4.68,True,18.45,False,False
85a07094-ba21-454b-9674-0f8421b3e491,Michael Wood,2024-02-16 14:13:03.680382,2.2,False,9.48,True,False
e744d9c0-a133-4169-9864-173c5b4a1e72,Kristen Jones,2024-02-16 14:13:03.680524,4.45,False,17.75,True,False
d552bc28-1756-497c-9e8f-33e7f2e06cbf,Brandon Gonzales,2024-02-16 14:13:03.680666,2.16,False,19.11,True,False
e3efd7ae-2565-484a-ab8e-f56649ec18ee,James Crawford,2024-02-16 14:13:03.680806,2.38,True,18.11,False,False
137f3040-efaf-4bae-acf9-defcb9ee8e3f,Jeffrey Bell,2024-02-16 14:13:03.681022,3.07,True,18.19,False,False
b22de70e-ec0e-494b-92fe-ea4650fb26e6,Michael Ramos,2024-02-16 14:13:03.681168,3.63,True,2.93,True,False
e1ba62ba-e771-462c-b133-1d0d6e368f0d,Brandon Martinez,2024-02-16 14:13:03.681311,3.11,True,17.71,False,False
03096493-1456-4920-a8ee-5b97949161c3,James Jackson,2024-02-16 14:13:03.681454,4.33,False,8.6,False,False
336b8608-f0af-4417-a2f7-ce9d9c218a1b,Francis Hartman,2024-02-16 14:13:03.681595,4.21,True,16.33,False,False
862f3ca0-6b37-49ac-b639-f11732111180,Philip Bird,2024-02-16 14:13:03.681737,3.12,True,5.09,True,False
adb35ce1-0e0e-42a1-ac22-f6ac6b594f4d,Daniel Pacheco,2024-02-16 14:13:03.681879,4.23,True,14.66,True,True
3c3b7e3b-d25a-4b73-9cb2-a7c6447dd12b,Peter Garcia,2024-02-16 14:13:03.682022,2.79,False,17.25,False,False
307510eb-f8a7-468d-9a5b-5136da554b9f,Dalton Ford,2024-02-16 14:13:03.682164,1.92,True,18.19,True,False
793428a6-564f-4960-a5e6-8cc6a7bded84,Samuel Williams,2024-02-16 14:13:03.682306,3.41,False,13.38,True,False
be32c288-6026-4a3c-a946-551dea5f4693,Mark Foster,2024-02-16 14:13:03.682447,4.27,True,4.49,True,False
8221cc45-d350-4c15-87e0-6edd12afebdb,Ryan Mccarthy,2024-02-16 14:13:03.682588,1.88,True,4.17,False,False
6b712831-8d85-4a87-bddf-fbbd86100b44,Kristin Andrews,2024-02-16 14:13:03.682732,3.74,False,9.67,True,False
8b629b98-dfda-4c2e-aee4-5ae3d68f5f6b,Robin Smith,2024-02-16 14:13:03.682876,1.7,False,15.17,True,False
62d11162-5659-454d-804c-028ac8ffc0a0,Rachel Andrews,2024-02-16 14:13:03.683030,3.55,True,11.33,True,True
ad69828f-cbe3-42ad-847f-6069057a5f75,Kristin Bell,2024-02-16 14:13:03.683170,1.08,True,16.07,True,False
b41d2644-31c3-4ef6-bb9e-4f862232646b,Mary Serrano,2024-02-16 14:13:03.683308,4.58,True,6.25,False,False
de159549-2bb4-4350-b256-590d88475aa7,Scott Owen,2024-02-16 14:13:03.683446,1.02,True,15.81,True,False
bb682bb3-4923-4556-9d37-f4c1c959d6d5,Kaitlyn Martin,2024-02-16 14:13:03.683735,1.69,False,13.39,True,False
7e2f00be-1ac3-4d4a-909a-4c752e63a3cd,John Suarez,2024-02-16 14:13:03.683908,1.94,True,3.67,False,False
a4a76969-e629-4d56-acd4-117ca1246484,Savannah Mullins,2024-02-16 14:13:03.684059,4.01,True,15.51,False,False
38602014-884f-4867-8711-c720f48831fd,Paul Howard,2024-02-16 14:13:03.684204,3.94,True,12.83,False,False
73703c11-443b-4f89-a003-3796e7cb08c1,Anne Weaver,2024-02-16 14:13:03.684349,2.04,True,16.11,True,False
363b2d04-4c25-43cb-98d0-6c28714ba2df,Jason Wood,2024-02-16 14:13:03.684490,3.28,True,4.74,False,False
f4256054-196f-4804-bd5e-407df1815cf7,Dawn Rubio,2024-02-16 14:13:03.684632,2.46,True,2.95,False,False
b085b6fb-32f7-4303-9b42-5d7edd40f741,Deborah Orozco,2024-02-16 14:13:03.684775,2.99,False,5.78,True,False
39e1f2cc-be44-41a0-be50-78feea7124e1,Joseph Long,2024-02-16 14:13:03.684915,3.4,False,6.68,False,False
2ed9e642-a8ed-421a-872a-5cfe7e9ebdf6,Amy Decker,2024-02-16 14:13:03.685056,2.65,False,11.05,False,False
2f088932-c58b-47cf-9d49-f0009ae94ada,Kimberly Mcmahon,2024-02-16 14:13:03.685270,4.18,True,15.55,False,False
7c6b7e60-2924-45c6-8d88-c30b18d4838f,Patrick Diaz,2024-02-16 14:13:03.685435,1.62,False,11.36,True,False
734bbc40-7d24-4835-b05c-a7b081f81069,Scott Johnson,2024-02-16 14:13:03.685581,3.07,True,8.33,False,False
6fe2142d-e181-48aa-8b51-d9a6a39294af,Christian Pearson,2024-02-16 14:13:03.685725,1.85,True,17.82,False,False
fb41c42e-eddc-4d95-af79-55ec976ba4a6,Andrew Reese,2024-02-16 14:13:03.685866,3.53,True,4.72,True,False
5e5c78fd-3924-4d0a-a30c-ee51dd71356a,Pamela Morton,2024-02-16 14:13:03.686009,4.5,True,16.63,True,True
029b286e-3fa7-47ca-ad2e-cbd13f57c389,Elizabeth Jenkins,2024-02-16 14:13:03.686152,2.3,False,4.04,True,False
5c9bffa2-7eb0-45c7-abfa-3bbd2f373d9a,Patricia Williams,2024-02-16 14:13:03.686293,4.18,False,13.19,True,False
81f845dd-ac5f-4857-846f-7beb96bca8c7,Brianna Wood,2024-02-16 14:13:03.686433,4.93,True,12.18,True,True
315a6bd9-4434-4f7a-a808-fd16f40a8a8a,Ryan Sanchez,2024-02-16 14:13:03.686571,1.11,True,6.55,False,False
f5cc163f-0c06-460a-8ea1-a23638b2d49b,Samuel Jones,2024-02-16 14:13:03.686751,4.0,True,12.83,True,True
9d253510-7036-4af3-8722-bffbee4d2e61,Kyle Barber,2024-02-16 14:13:03.686896,1.06,False,1.03,True,False
c5802e5f-186e-4e0b-b229-779a6a0d1a67,Ryan Jones,2024-02-16 14:13:03.687036,4.18,True,7.13,True,False
c9aaf553-8e80-4645-8c8e-f8d0b69ce520,Jasmine Davis,2024-02-16 14:13:03.687176,3.65,True,6.57,True,False
ff331850-ac57-4bcd-b477-eb58cf538f2b,Desiree Gibson,2024-02-16 14:13:03.687315,4.37,False,7.64,True,False
26353ca7-1d55-4c34-813e-c498dac2beef,Carmen Davidson,2024-02-16 14:13:03.687455,4.39,False,13.59,False,False
4a20657f-7509-4f9d-a228-41f01eed2e76,Dr. Sheryl Williams,2024-02-16 14:13:03.687602,3.3,True,18.31,False,False
d2d263ec-1314-42a1-8895-b1f67ba96a0e,Jennifer Gilmore,2024-02-16 14:13:03.687743,2.36,False,8.82,True,False
653e918d-7212-4734-b9af-fed201fea960,Thomas Nelson,2024-02-16 14:13:03.687881,1.96,True,3.5,False,False
f405a187-b8c0-49ec-baf8-add4009fd6cf,Megan Sanchez,2024-02-16 14:13:03.688032,2.77,False,9.07,True,False
ade05b95-de67-4bc4-a63c-bf43e5b3c0d7,Gina Lynch,2024-02-16 14:13:03.688169,3.97,False,19.58,False,False
970c848d-e09f-495f-9376-fbdb23152051,Trevor Barnes,2024-02-16 14:13:03.688302,4.48,True,18.58,True,True
52848d78-3ba5-4c4c-a7aa-0a078db3f34c,Christopher Lee,2024-02-16 14:13:03.688437,2.62,False,8.08,True,False
88d0db28-4e8f-4e1f-964e-4d960033e827,Renee Smith,2024-02-16 14:13:03.688574,3.44,True,19.97,False,False
33c5551a-ab3a-4e3b-84a2-d30f0c1d2b00,Toni Mcdowell,2024-02-16 14:13:03.688709,1.26,False,5.82,True,False
4cb2e1b5-b661-4a40-85d2-7fba7633bc10,Stephanie Casey,2024-02-16 14:13:03.688845,3.87,True,18.91,False,False
c570aba4-237c-45de-853c-9a4bb46c8e55,Joshua Henderson,2024-02-16 14:13:03.688977,3.71,True,2.61,True,False
d6b70e4b-18f4-4e57-861d-b7f73e64891b,Gary Hayes,2024-02-16 14:13:03.689111,2.0,True,9.82,False,False
721c2a3e-55b8-4f77-b8da-6930a0dce02d,Bryan Davis,2024-02-16 14:13:03.689243,2.46,False,12.25,True,False
f909fec6-1279-474a-bb89-9d3703d84e73,Mr. Christopher Robinson,2024-02-16 14:13:03.689389,3.43,True,9.51,False,False
0cf01a8a-9767-4a4b-b3e8-b43c061674f9,Bradley Smith,2024-02-16 14:13:03.689524,2.46,True,8.88,True,False
f098b091-80ac-4de9-92a2-30828f3582f3,Victoria Strickland,2024-02-16 14:13:03.689660,1.71,False,10.96,False,False
b890ff0f-a959-462c-b884-3f1af0b04061,Arthur Diaz,2024-02-16 14:13:03.689793,3.31,True,3.15,False,False
964e464c-f4fa-4b60-a51a-b94a0c2529c1,Regina Mcclure,2024-02-16 14:13:03.689930,3.01,True,4.95,True,False
94adf0de-99b2-4521-824d-d0eda18b6bd5,Brandi Harrison,2024-02-16 14:13:03.690067,1.72,True,4.34,False,False
277de9b2-9cfb-4ecd-a71e-271f62c4a337,Dr. Jacqueline Beck MD,2024-02-16 14:13:03.690219,4.43,True,4.29,False,False
ba10c597-1c32-4cb4-a418-c80fe48798fc,Richard Macdonald,2024-02-16 14:13:03.690352,4.62,True,1.96,False,False
fe9f41f9-2d79-41b9-aecc-8cb8c991287a,Eric Kelley,2024-02-16 14:13:03.690485,4.75,False,8.84,True,False
0a04382c-7598-4162-ae1e-3696464e4b17,Anthony Brooks,2024-02-16 14:13:03.690618,1.68,False,3.57,False,False
7656b7e8-2190-419c-b9d9-c1b9f1cd776a,Luke Garcia,2024-02-16 14:13:03.690750,3.5,True,3.48,True,False
166857dd-08b8-4434-ade7-d14134821e92,Shawn Thompson,2024-02-16 14:13:03.690883,4.59,True,14.45,True,True
6a90af48-1917-43f5-bc31-f45d532fe2bd,Mandy Bird,2024-02-16 14:13:03.691018,4.97,False,9.51,False,False
06ae4db2-ca62-435f-a30b-c1585585923f,Bradley Deleon,2024-02-16 14:13:03.691186,4.31,True,4.09,False,False
3c0eb63c-a0b9-4312-98c9-5ed1304bddd6,Keith Freeman,2024-02-16 14:13:03.691323,1.76,False,3.18,False,False
e7c4a236-c25a-4c50-aa1e-1cf3ed22969e,Michael Peterson,2024-02-16 14:13:03.691456,1.62,False,6.89,False,False
679b23e5-6ff4-40a4-a718-4ff430260d07,Aaron Pena,2024-02-16 14:13:03.691588,2.2,True,14.71,True,False
0b2fcbbe-ac00-4f64-85e4-bcb16b23d659,Dan Garcia,2024-02-16 14:13:03.691721,3.69,False,6.14,False,False
4ca6dfe9-ef75-40e8-9010-b8cb86eead8a,Patricia Simpson,2024-02-16 14:13:03.691856,4.42,True,13.85,False,False
41a8ba9e-7727-4db9-80ca-32e91bc43d7f,Margaret Carter,2024-02-16 14:13:03.692042,1.9,False,1.62,True,False
0f2b83eb-39da-4e61-b69d-4331a665d5bf,Paul Thompson,2024-02-16 14:13:03.692180,1.72,True,15.03,False,False
5d1a7b42-640a-4deb-99e4-13032ecd68d9,Allison Clarke,2024-02-16 14:13:03.692318,4.95,False,19.19,False,False
36e1a946-b08d-4e99-8eb3-94d5bf589ebe,Brian Johnson,2024-02-16 14:13:03.692452,2.82,False,16.57,False,False
8c391a22-6f2a-4fa8-b46d-178f4642dd62,Tony Stevens,2024-02-16 14:13:03.692587,1.25,True,5.78,True,False
0e251631-beff-4243-ba7a-6be732f692cd,Eugene Lynn,2024-02-16 14:13:03.692721,2.45,True,3.69,False,False
550d4aa3-5a72-45e6-9c8f-669a65fa590a,Matthew Parker,2024-02-16 14:13:03.692854,2.82,True,7.82,True,False
6a450880-ee16-49ea-99cc-ba0052dcf2be,Michelle Williams,2024-02-16 14:13:03.692989,3.2,False,9.14,False,False
1db42b9e-83a3-492b-81ba-8fdb628a4341,Kevin Robinson,2024-02-16 14:13:03.693122,4.5,False,13.77,False,False
1d8a54d5-7f68-49ee-bc04-92b93e98ac6b,Casey Mora,2024-02-16 14:13:03.693255,3.64,False,19.59,False,False
6bc08d9a-caa2-4282-8a36-02b908eb5ccb,Adam Chandler,2024-02-16 14:13:03.693388,4.46,False,5.03,False,False
d4885bcb-27c9-4eb5-9954-dd1660e2c319,Mia Butler,2024-02-16 14:13:03.693524,2.26,False,13.25,False,False
c314c4dd-a220-4aa0-8dfb-8f94fd21819a,Angela Mcpherson,2024-02-16 14:13:03.693659,3.16,True,16.02,False,False
baabf779-dfac-49f8-ad01-88b9d455d6bb,Mr. Ryan Jackson MD,2024-02-16 14:13:03.693810,4.49,True,4.94,False,False
1f046890-c94e-41c6-b02a-511673f34f74,Ronnie Ramirez,2024-02-16 14:13:03.693956,2.98,True,17.54,True,False
238a7c00-11ce-490b-8bd3-abe106c31486,Brandon Brown,2024-02-16 14:13:03.694087,3.63,True,13.32,True,True
131d346c-32ce-41e3-99e0-f26ba7de3b37,Judy Bowers,2024-02-16 14:13:03.694221,4.99,False,3.44,True,False
ffff28a9-ecc1-45c6-a3fc-8e96601c075a,Thomas Torres,2024-02-16 14:13:03.694350,1.24,True,2.69,False,False
307bf914-41ce-4840-8551-6b3240d395f7,Rebecca Jackson,2024-02-16 14:13:03.694482,2.63,True,7.26,True,False
9922d90d-21ba-45fa-86ed-de523a5954c1,Jennifer Welch,2024-02-16 14:13:03.694614,2.68,True,13.31,False,False
8d66fd90-78c0-4e24-a572-64023e8e2759,Brandon Guerrero,2024-02-16 14:13:03.694745,1.42,False,18.53,True,False
7698199f-6432-4ea9-9da3-999479132ad9,Dale Rhodes,2024-02-16 14:13:03.694874,3.11,False,6.16,False,False
2096d80c-977d-4d8d-80bc-523eaf91ab66,Casey Walker,2024-02-16 14:13:03.695003,2.14,True,13.95,True,False
fcda41fd-40ce-48f0-87ec-271d750adac8,Christopher Hunt,2024-02-16 14:13:03.695133,3.25,False,18.74,False,False
c1f903b9-cf48-46cf-b8c0-cd2ce5becb45,Mrs. Shelby Golden,2024-02-16 14:13:03.695275,3.8,True,19.64,True,True
a44ffd05-0654-4fc0-b370-eab6d1150cbe,Brandon Franklin,2024-02-16 14:13:03.695406,2.81,True,17.92,False,False
ff649cd1-87fc-4c0f-b27c-54e2ccc96114,Crystal Mccarthy,2024-02-16 14:13:03.695538,4.52,False,4.37,True,False
ffd84992-4660-4798-9b3b-fab83d7473c0,David Carter,2024-02-16 14:13:03.695668,4.27,False,19.38,False,False
1d000f9c-85f0-4be7-91e4-fb2ae564fa96,Monique Valdez,2024-02-16 14:13:03.695800,4.99,False,19.67,False,False
98133588-0b3b-4080-b4d4-c22f61d92183,Angela Romero,2024-02-16 14:13:03.695931,1.07,False,16.39,True,False
e3c1ef36-e7c3-4fad-bf25-950c4dfa91ad,John Williams,2024-02-16 14:13:03.696061,2.79,False,8.14,False,False
dfee9576-969a-4333-bd9c-5076580c9938,John James,2024-02-16 14:13:03.696191,4.15,True,13.44,True,True
115e78e8-e2a6-4736-88f8-5d18c20ecd56,Philip Roach,2024-02-16 14:13:03.696321,2.95,True,7.46,True,False
a22eddf3-ed7a-4660-b680-f32bd8411bab,Christopher Norton,2024-02-16 14:13:03.696450,3.89,False,6.38,False,False
5c464a57-0f09-4ed8-abed-f70d6927f770,Angela Key,2024-02-16 14:13:03.696581,3.71,True,14.98,False,False
93d49585-24bf-4d2e-92a5-70b9abafb7c0,Adrian Lewis,2024-02-16 14:13:03.696710,1.3,False,17.59,False,False
62b6e551-0e53-4f5f-8b50-b72fffebfbf8,Jeanne Key,2024-02-16 14:13:03.696842,3.27,True,14.78,True,True
ace47ce9-b684-444f-a9ff-c5c2fbc1b12a,Bethany Gomez,2024-02-16 14:13:03.696973,4.6,True,7.85,True,False
4a825bcc-4c53-4111-8fad-5805f16197cb,Marie Lang,2024-02-16 14:13:03.697104,3.8,False,6.01,True,False
cc1d173e-2acb-43a0-9863-9aba8881e8b7,Terry Smith,2024-02-16 14:13:03.697233,4.71,False,16.81,False,False
878901a8-be20-4438-81bf-75786e0da510,Catherine Andrews,2024-02-16 14:13:03.697365,1.46,False,11.06,True,False
65419878-2510-43a4-8220-da2281164369,Kristin Cook,2024-02-16 14:13:03.697496,3.76,False,3.88,False,False
08ce481e-df90-4039-81d7-93dd07a9bcd3,Denise Patel,2024-02-16 14:13:03.697627,3.17,False,7.92,True,False
ec996489-08bc-4325-b4c0-b9ecb9bb62a8,Denise Lane,2024-02-16 14:13:03.697756,3.27,True,9.67,False,False
06f214f6-6a55-4782-bd3f-6432eb0766ac,Victoria Brown,2024-02-16 14:13:03.697900,3.01,True,16.18,False,False
43313484-00df-438e-ad69-a2f0ed71a131,Dwayne Mack,2024-02-16 14:13:03.698026,4.98,False,11.98,True,False
d817c6d0-2b3a-4326-a2bd-ee360463c064,Michael Clay,2024-02-16 14:13:03.698153,4.09,False,13.11,False,False
39aff3b2-7639-499b-b0e4-16fa5615ef8c,Brian Leonard,2024-02-16 14:13:03.698278,3.31,False,15.52,False,False
a0421bfb-5271-4081-81da-a8a45137e039,David Berry,2024-02-16 14:13:03.698405,3.02,False,6.22,True,False
defd62f2-adb6-4ff6-9ace-a00fc0b4a446,Tracy Morales,2024-02-16 14:13:03.698533,2.08,False,1.12,False,False
76c87cb0-8752-4634-9470-f5e8174ada0e,Stefanie Rivera,2024-02-16 14:13:03.698660,1.56,True,14.02,True,False
1b99177c-a105-4109-9ea3-e88079c6a685,Steven Hanson,2024-02-16 14:13:03.698787,3.44,False,11.25,False,False
3aafeaf6-9b84-4b8d-825b-60de0b0b9c77,Alexander Flores,2024-02-16 14:13:03.698914,1.36,False,15.65,False,False
ec1fa9f5-348d-4089-80a8-2bd352996698,Whitney Rice,2024-02-16 14:13:03.699053,2.31,False,10.1,True,False
048568ba-7c35-4030-b08c-f2bb192d85b2,Emily Gray,2024-02-16 14:13:03.699178,4.86,False,17.18,True,False
a397d9aa-6a48-4f92-a63d-4c833c2f7cbb,Michael Mcintosh,2024-02-16 14:13:03.699301,4.74,False,7.25,False,False
a98ca838-5fed-4632-861b-fd50d6d12e07,Taylor Davis,2024-02-16 14:13:03.699425,1.45,True,12.83,False,False
779f668b-c5f7-404b-a781-a262e5a3737c,Danielle Garza,2024-02-16 14:13:03.699551,3.93,False,11.31,True,False
7403a204-bfae-47ec-8454-914ff9cb3a41,Lauren Green,2024-02-16 14:13:03.699676,2.33,True,10.67,True,False
f96b4a56-70ee-4916-b704-8173880837cd,Monica Hull,2024-02-16 14:13:03.699800,4.58,True,19.65,False,False
